,time,Data
174,12/08/2021,0.410416667
175,13/08/2021,0.391875
176,14/08/2021,0.39125
177,15/08/2021,0.39812499999999995
178,16/08/2021,0.4052083329999999
179,17/08/2021,0.4075
180,18/08/2021,0.412708333
181,19/08/2021,0.39437500000000003
182,20/08/2021,0.39874999999999994
183,21/08/2021,0.395625
184,22/08/2021,0.390625
185,23/08/2021,0.3695833329999999
186,24/08/2021,0.35083333299999997
187,25/08/2021,0.35083333299999997
188,26/08/2021,0.357916667
189,27/08/2021,0.35750000000000004
190,28/08/2021,0.37
191,29/08/2021,0.374166667
192,30/08/2021,0.349375
193,31/08/2021,0.474166667
194,01/09/2021,0.45083333299999995
195,02/09/2021,0.42437499999999995
196,03/09/2021,0.4058333329999999
197,04/09/2021,0.4102083329999999
198,05/09/2021,0.406458333
199,06/09/2021,0.40249999999999997
200,07/09/2021,0.41000000000000003
201,08/09/2021,0.41000000000000003
202,09/09/2021,0.41000000000000003
203,10/09/2021,0.41000000000000003
204,11/09/2021,0.41000000000000003
205,12/09/2021,0.41000000000000003
206,13/09/2021,0.41000000000000003
207,14/09/2021,0.41000000000000003
208,15/09/2021,0.41000000000000003
209,16/09/2021,0.381041667
210,17/09/2021,0.363541667
211,18/09/2021,0.35041666700000007
212,19/09/2021,0.45520833299999997
213,20/09/2021,0.405
214,21/09/2021,0.353541667
215,22/09/2021,0.35166666700000004
216,23/09/2021,0.344583333
217,24/09/2021,0.345208333
218,25/09/2021,0.334583333
219,26/09/2021,0.334375
220,27/09/2021,0.337291667
221,28/09/2021,0.33999999999999997
222,29/09/2021,0.345208333
223,30/09/2021,0.33624999999999994
224,01/10/2021,0.3539583329999999
225,02/10/2021,0.347916667
226,03/10/2021,0.3327083329999999
227,04/10/2021,0.34041666700000006
228,05/10/2021,0.538125
229,06/10/2021,0.607916667
230,07/10/2021,0.47
231,08/10/2021,0.417083333
232,09/10/2021,0.4733333329999999
233,10/10/2021,0.45541666700000005
234,11/10/2021,0.43625
235,12/10/2021,0.39625
236,13/10/2021,0.395833333
237,14/10/2021,0.41500000000000004
238,15/10/2021,0.43979166700000005
239,16/10/2021,0.401875
240,17/10/2021,0.385833333
241,18/10/2021,0.49624999999999997
242,19/10/2021,0.507083333
243,20/10/2021,0.46604166700000005
244,21/10/2021,0.558958333
